State,Year,Crime_Type,Cases,Female_Population,Crime_Rate,Literacy_Rate,Urban_Percent,Unemployment_Rate,Avg_Income,Police_Stations,Conviction_Rate,Reporting_Rate,Population_Density,Latitude,Longitude
Haryana,2021,Cyber Crime,7509,28371153,26.47,71.29,72.74,3.05,52719,2610,31.43,90.89,181,28.19,69.01
Haryana,2021,Stalking,5043,28371153,17.78,71.29,72.74,3.05,52719,2610,31.43,90.89,181,28.19,69.01
Haryana,2022,Rape,2882,28906458,9.97,73.9,66.79,3.96,228589,785,41.61,87.81,671,28.19,69.01
Haryana,2022,Domestic Violence,9937,28906458,34.38,73.9,66.79,3.96,228589,785,41.61,87.81,671,28.19,69.01
Haryana,2022,Kidnapping,5584,28906458,19.32,73.9,66.79,3.96,228589,785,41.61,87.81,671,28.19,69.01
Haryana,2022,Harassment,777,28906458,2.69,73.9,66.79,3.96,228589,785,41.61,87.81,671,28.19,69.01
Haryana,2022,Dowry Deaths,7559,28906458,26.15,73.9,66.79,3.96,228589,785,41.61,87.81,671,28.19,69.01
Haryana,2022,Acid Attack,2387,28906458,8.26,73.9,66.79,3.96,228589,785,41.61,87.81,671,28.19,69.01
Haryana,2022,Cyber Crime,1765,28906458,6.11,73.9,66.79,3.96,228589,785,41.61,87.81,671,28.19,69.01
Haryana,2022,Stalking,7991,28906458,27.64,73.9,66.79,3.96,228589,785,41.61,87.81,671,28.19,69.01
Haryana,2023,Rape,2853,29441762,9.69,65.53,62.49,3.61,123609,1085,37.29,77.94,309,28.19,69.01
Haryana,2023,Domestic Violence,7937,29441762,26.96,65.53,62.49,3.61,123609,1085,37.29,77.94,309,28.19,69.01
Haryana,2023,Kidnapping,5299,29441762,18.0,65.53,62.49,3.61,123609,1085,37.29,77.94,309,28.19,69.01
Haryana,2023,Harassment,1186,29441762,4.03,65.53,62.49,3.61,123609,1085,37.29,77.94,309,28.19,69.01
Haryana,2023,Dowry Deaths,8976,29441762,30.49,65.53,62.49,3.61,123609,1085,37.29,77.94,309,28.19,69.01
Haryana,2023,Acid Attack,5311,29441762,18.04,65.53,62.49,3.61,123609,1085,37.29,77.94,309,28.19,69.01
Haryana,2023,Cyber Crime,9454,29441762,32.11,65.53,62.49,3.61,123609,1085,37.29,77.94,309,28.19,69.01
Haryana,2023,Stalking,5846,29441762,19.86,65.53,62.49,3.61,123609,1085,37.29,77.94,309,28.19,69.01
Delhi,2018,Rape,3856,7773939,49.6,55.77,39.42,7.4,143106,2706,54.16,70.07,837,28.47,68.71
Delhi,2018,Domestic Violence,9207,7773939,118.43,55.77,39.42,7.4,143106,2706,54.16,70.07,837,28.47,68.71
Delhi,2018,Kidnapping,7766,7773939,99.9,55.77,39.42,7.4,143106,2706,54.16,70.07,837,28.47,68.71
Delhi,2018,Harassment,7040,7773939,90.56,55.77,39.42,7.4,143106,2706,54.16,70.07,837,28.47,68.71
Delhi,2018,Dowry Deaths,538,7773939,6.92,55.77,39.42,7.4,143106,2706,54.16,70.07,837,28.47,68.71
Delhi,2018,Acid Attack,3842,7773939,49.42,55.77,39.42,7.4,143106,2706,54.16,70.07,837,28.47,68.71
Delhi,2018,Cyber Crime,9578,7773939,123.21,55.77,39.42,7.4,143106,2706,54.16,70.07,837,28.47,68.71
Delhi,2018,Stalking,3344,7773939,43.02,55.77,39.42,7.4,143106,2706,54.16,70.07,837,28.47,68.71
Delhi,2019,Rape,4616,7929417,58.21,79.28,33.25,3.74,128797,1762,63.4,93.35,1088,28.47,68.71
Delhi,2019,Domestic Violence,6946,7929417,87.6,79.28,33.25,3.74,128797,1762,63.4,93.35,1088,28.47,68.71
Delhi,2019,Kidnapping,4679,7929417,59.01,79.28,33.25,3.74,128797,1762,63.4,93.35,1088,28.47,68.71
Delhi,2019,Harassment,2182,7929417,27.52,79.28,33.25,3.74,128797,1762,63.4,93.35,1088,28.47,68.71
Delhi,2019,Dowry Deaths,6126,7929417,77.26,79.28,33.25,3.74,128797,1762,63.4,93.35,1088,28.47,68.71
Delhi,2019,Acid Attack,7924,7929417,99.93,79.28,33.25,3.74,128797,1762,63.4,93.35,1088,28.47,68.71
Delhi,2019,Cyber Crime,1433,7929417,18.07,79.28,33.25,3.74,128797,1762,63.4,93.35,1088,28.47,68.71
Delhi,2019,Stalking,4098,7929417,51.68,79.28,33.25,3.74,128797,1762,63.4,93.35,1088,28.47,68.71
Delhi,2020,Rape,7073,8084896,87.48,81.1,32.02,10.81,132711,2009,63.22,71.29,1183,28.47,68.71
Delhi,2020,Domestic Violence,1484,8084896,18.36,81.1,32.02,10.81,132711,2009,63.22,71.29,1183,28.47,68.71
Delhi,2020,Kidnapping,6276,8084896,77.63,81.1,32.02,10.81,132711,2009,63.22,71.29,1183,28.47,68.71
Delhi,2020,Harassment,4176,8084896,51.65,81.1,32.02,10.81,132711,2009,63.22,71.29,1183,28.47,68.71
Delhi,2020,Dowry Deaths,3880,8084896,47.99,81.1,32.02,10.81,132711,2009,63.22,71.29,1183,28.47,68.71
Delhi,2020,Acid Attack,9211,8084896,113.93,81.1,32.02,10.81,132711,2009,63.22,71.29,1183,28.47,68.71
Delhi,2020,Cyber Crime,9282,8084896,114.81,81.1,32.02,10.81,132711,2009,63.22,71.29,1183,28.47,68.71
Delhi,2020,Stalking,1550,8084896,19.17,81.1,32.02,10.81,132711,2009,63.22,71.29,1183,28.47,68.71
Delhi,2021,Rape,8225,8240375,99.81,84.57,65.66,8.64,132879,2163,21.63,91.44,998,28.47,68.71
Delhi,2021,Domestic Violence,1026,8240375,12.45,84.57,65.66,8.64,132879,2163,21.63,91.44,998,28.47,68.71
Delhi,2021,Kidnapping,3724,8240375,45.19,84.57,65.66,8.64,132879,2163,21.63,91.44,998,28.47,68.71
Delhi,2021,Harassment,2375,8240375,28.82,84.57,65.66,8.64,132879,2163,21.63,91.44,998,28.47,68.71
Delhi,2021,Dowry Deaths,2263,8240375,27.46,84.57,65.66,8.64,132879,2163,21.63,91.44,998,28.47,68.71
Delhi,2021,Acid Attack,9212,8240375,111.79,84.57,65.66,8.64,132879,2163,21.63,91.44,998,28.47,68.71
Delhi,2021,Cyber Crime,6297,8240375,76.42,84.57,65.66,8.64,132879,2163,21.63,91.44,998,28.47,68.71
Delhi,2021,Stalking,9708,8240375,117.81,84.57,65.66,8.64,132879,2163,21.63,91.44,998,28.47,68.71
Delhi,2022,Rape,4667,8395854,55.59,60.63,59.09,5.93,281809,1567,41.66,94.3,820,28.47,68.71
Delhi,2022,Domestic Violence,8965,8395854,106.78,60.63,59.09,5.93,281809,1567,41.66,94.3,820,28.47,68.71
Delhi,2022,Kidnapping,1889,8395854,22.5,60.63,59.09,5.93,281809,1567,41.66,94.3,820,28.47,68.71
Delhi,2022,Harassment,8857,8395854,105.49,60.63,59.09,5.93,281809,1567,41.66,94.3,820,28.47,68.71
Delhi,2022,Dowry Deaths,6654,8395854,79.25,60.63,59.09,5.93,281809,1567,41.66,94.3,820,28.47,68.71
Delhi,2022,Acid Attack,5920,8395854,70.51,60.63,59.09,5.93,281809,1567,41.66,94.3,820,28.47,68.71
Delhi,2022,Cyber Crime,9420,8395854,112.2,60.63,59.09,5.93,281809,1567,41.66,94.3,820,28.47,68.71
Delhi,2022,Stalking,2543,8395854,30.29,60.63,59.09,5.93,281809,1567,41.66,94.3,820,28.47,68.71
Delhi,2023,Rape,3220,8551332,37.65,82.29,22.38,7.32,96167,1776,32.1,94.4,691,28.47,68.71
Delhi,2023,Domestic Violence,9405,8551332,109.98,82.29,22.38,7.32,96167,1776,32.1,94.4,691,28.47,68.71
Delhi,2023,Kidnapping,9627,8551332,112.58,82.29,22.38,7.32,96167,1776,32.1,94.4,691,28.47,68.71
Delhi,2023,Harassment,6547,8551332,76.56,82.29,22.38,7.32,96167,1776,32.1,94.4,691,28.47,68.71
Delhi,2023,Dowry Deaths,8532,8551332,99.77,82.29,22.38,7.32,96167,1776,32.1,94.4,691,28.47,68.71
Delhi,2023,Acid Attack,501,8551332,5.86,82.29,22.38,7.32,96167,1776,32.1,94.4,691,28.47,68.71
Delhi,2023,Cyber Crime,6868,8551332,80.31,82.29,22.38,7.32,96167,1776,32.1,94.4,691,28.47,68.71
Delhi,2023,Stalking,2449,8551332,28.64,82.29,22.38,7.32,96167,1776,32.1,94.4,691,28.47,68.71
Odisha,2018,Rape,6582,13388512,49.16,66.27,78.65,4.81,125897,342,30.01,57.54,416,30.26,78.38
Odisha,2018,Domestic Violence,1134,13388512,8.47,66.27,78.65,4.81,125897,342,30.01,57.54,416,30.26,78.38
Odisha,2018,Kidnapping,2425,13388512,18.11,66.27,78.65,4.81,125897,342,30.01,57.54,416,30.26,78.38
Odisha,2018,Harassment,2556,13388512,19.09,66.27,78.65,4.81,125897,342,30.01,57.54,416,30.26,78.38
Odisha,2018,Dowry Deaths,7417,13388512,55.4,66.27,78.65,4.81,125897,342,30.01,57.54,416,30.26,78.38
Odisha,2018,Acid Attack,3644,13388512,27.22,66.27,78.65,4.81,125897,342,30.01,57.54,416,30.26,78.38
Odisha,2018,Cyber Crime,1052,13388512,7.86,66.27,78.65,4.81,125897,342,30.01,57.54,416,30.26,78.38
Odisha,2018,Stalking,9407,13388512,70.26,66.27,78.65,4.81,125897,342,30.01,57.54,416,30.26,78.38
Odisha,2019,Rape,1399,13656282,10.24,85.48,62.85,10.22,194701,310,60.74,53.61,307,30.26,78.38
Odisha,2019,Domestic Violence,521,13656282,3.82,85.48,62.85,10.22,194701,310,60.74,53.61,307,30.26,78.38
Odisha,2019,Kidnapping,9101,13656282,66.64,85.48,62.85,10.22,194701,310,60.74,53.61,307,30.26,78.38
Odisha,2019,Harassment,1394,13656282,10.21,85.48,62.85,10.22,194701,310,60.74,53.61,307,30.26,78.38
Odisha,2019,Dowry Deaths,1014,13656282,7.43,85.48,62.85,10.22,194701,310,60.74,53.61,307,30.26,78.38
Odisha,2019,Acid Attack,7794,13656282,57.07,85.48,62.85,10.22,194701,310,60.74,53.61,307,30.26,78.38
Odisha,2019,Cyber Crime,5404,13656282,39.57,85.48,62.85,10.22,194701,310,60.74,53.61,307,30.26,78.38
Odisha,2019,Stalking,8367,13656282,61.27,85.48,62.85,10.22,194701,310,60.74,53.61,307,30.26,78.38
Odisha,2020,Rape,3927,13924052,28.2,80.61,24.9,3.54,191398,1760,63.59,59.86,849,30.26,78.38
Odisha,2020,Domestic Violence,5280,13924052,37.92,80.61,24.9,3.54,191398,1760,63.59,59.86,849,30.26,78.38
Odisha,2020,Kidnapping,2427,13924052,17.43,80.61,24.9,3.54,191398,1760,63.59,59.86,849,30.26,78.38
Odisha,2020,Harassment,2856,13924052,20.51,80.61,24.9,3.54,191398,1760,63.59,59.86,849,30.26,78.38
Odisha,2020,Dowry Deaths,5290,13924052,37.99,80.61,24.9,3.54,191398,1760,63.59,59.86,849,30.26,78.38
Odisha,2020,Acid Attack,806,13924052,5.79,80.61,24.9,3.54,191398,1760,63.59,59.86,849,30.26,78.38
Odisha,2020,Cyber Crime,8479,13924052,60.89,80.61,24.9,3.54,191398,1760,63.59,59.86,849,30.26,78.38
Odisha,2020,Stalking,4165,13924052,29.91,80.61,24.9,3.54,191398,1760,63.59,59.86,849,30.26,78.38
Odisha,2021,Rape,6736,14191822,47.46,55.73,59.2,5.99,52920,1282,52.52,58.98,134,30.26,78.38
Odisha,2021,Domestic Violence,6578,14191822,46.35,55.73,59.2,5.99,52920,1282,52.52,58.98,134,30.26,78.38
Odisha,2021,Kidnapping,852,14191822,6.0,55.73,59.2,5.99,52920,1282,52.52,58.98,134,30.26,78.38
Odisha,2021,Harassment,9594,14191822,67.6,55.73,59.2,5.99,52920,1282,52.52,58.98,134,30.26,78.38
Odisha,2021,Dowry Deaths,7505,14191822,52.88,55.73,59.2,5.99,52920,1282,52.52,58.98,134,30.26,78.38
Odisha,2021,Acid Attack,658,14191822,4.64,55.73,59.2,5.99,52920,1282,52.52,58.98,134,30.26,78.38
Odisha,2021,Cyber Crime,1456,14191822,10.26,55.73,59.2,5.99,52920,1282,52.52,58.98,134,30.26,78.38
Odisha,2021,Stalking,2571,14191822,18.12,55.73,59.2,5.99,52920,1282,52.52,58.98,134,30.26,78.38
Odisha,2022,Rape,7063,14459592,48.85,69.89,40.76,6.34,220515,1155,22.01,89.02,707,30.26,78.38
Odisha,2022,Domestic Violence,9965,14459592,68.92,69.89,40.76,6.34,220515,1155,22.01,89.02,707,30.26,78.38
Odisha,2022,Kidnapping,6131,14459592,42.4,69.89,40.76,6.34,220515,1155,22.01,89.02,707,30.26,78.38
Odisha,2022,Harassment,1894,14459592,13.1,69.89,40.76,6.34,220515,1155,22.01,89.02,707,30.26,78.38
Odisha,2022,Dowry Deaths,9961,14459592,68.89,69.89,40.76,6.34,220515,1155,22.01,89.02,707,30.26,78.38
Odisha,2022,Acid Attack,5232,14459592,36.18,69.89,40.76,6.34,220515,1155,22.01,89.02,707,30.26,78.38
Odisha,2022,Cyber Crime,4214,14459592,29.14,69.89,40.76,6.34,220515,1155,22.01,89.02,707,30.26,78.38
Odisha,2022,Stalking,1029,14459592,7.12,69.89,40.76,6.34,220515,1155,22.01,89.02,707,30.26,78.38
Odisha,2023,Rape,1025,14727363,6.96,77.1,63.99,4.18,69975,2347,65.45,58.09,1039,30.26,78.38
Odisha,2023,Domestic Violence,6977,14727363,47.37,77.1,63.99,4.18,69975,2347,65.45,58.09,1039,30.26,78.38
Odisha,2023,Kidnapping,501,14727363,3.4,77.1,63.99,4.18,69975,2347,65.45,58.09,1039,30.26,78.38
Odisha,2023,Harassment,874,14727363,5.93,77.1,63.99,4.18,69975,2347,65.45,58.09,1039,30.26,78.38
Odisha,2023,Dowry Deaths,5148,14727363,34.96,77.1,63.99,4.18,69975,2347,65.45,58.09,1039,30.26,78.38
Odisha,2023,Acid Attack,2865,14727363,19.45,77.1,63.99,4.18,69975,2347,65.45,58.09,1039,30.26,78.38
Odisha,2023,Cyber Crime,2025,14727363,13.75,77.1,63.99,4.18,69975,2347,65.45,58.09,1039,30.26,78.38
Odisha,2023,Stalking,2146,14727363,14.57,77.1,63.99,4.18,69975,2347,65.45,58.09,1039,30.26,78.38
Jharkhand,2018,Rape,7562,68640055,11.02,58.33,59.13,5.81,117649,1452,20.45,76.48,559,23.64,87.22
Jharkhand,2018,Domestic Violence,3874,68640055,5.64,58.33,59.13,5.81,117649,1452,20.45,76.48,559,23.64,87.22
Jharkhand,2018,Kidnapping,6930,68640055,10.1,58.33,59.13,5.81,117649,1452,20.45,76.48,559,23.64,87.22
Jharkhand,2018,Harassment,3966,68640055,5.78,58.33,59.13,5.81,117649,1452,20.45,76.48,559,23.64,87.22
Jharkhand,2018,Dowry Deaths,3581,68640055,5.22,58.33,59.13,5.81,117649,1452,20.45,76.48,559,23.64,87.22
Jharkhand,2018,Acid Attack,1129,68640055,1.64,58.33,59.13,5.81,117649,1452,20.45,76.48,559,23.64,87.22
Jharkhand,2018,Cyber Crime,769,68640055,1.12,58.33,59.13,5.81,117649,1452,20.45,76.48,559,23.64,87.22
Jharkhand,2018,Stalking,6224,68640055,9.07,58.33,59.13,5.81,117649,1452,20.45,76.48,559,23.64,87.22
Jharkhand,2019,Rape,7529,70012856,10.75,66.8,69.73,6.88,295011,1999,50.86,81.8,675,23.64,87.22
Jharkhand,2019,Domestic Violence,6599,70012856,9.43,66.8,69.73,6.88,295011,1999,50.86,81.8,675,23.64,87.22
Jharkhand,2019,Kidnapping,9999,70012856,14.28,66.8,69.73,6.88,295011,1999,50.86,81.8,675,23.64,87.22
Jharkhand,2019,Harassment,3692,70012856,5.27,66.8,69.73,6.88,295011,1999,50.86,81.8,675,23.64,87.22
Jharkhand,2019,Dowry Deaths,3678,70012856,5.25,66.8,69.73,6.88,295011,1999,50.86,81.8,675,23.64,87.22
Jharkhand,2019,Acid Attack,6552,70012856,9.36,66.8,69.73,6.88,295011,1999,50.86,81.8,675,23.64,87.22
Jharkhand,2019,Cyber Crime,3234,70012856,4.62,66.8,69.73,6.88,295011,1999,50.86,81.8,675,23.64,87.22
Jharkhand,2019,Stalking,6616,70012856,9.45,66.8,69.73,6.88,295011,1999,50.86,81.8,675,23.64,87.22
Jharkhand,2020,Rape,2439,71385657,3.42,73.67,66.91,9.35,129671,2403,63.21,75.12,1056,23.64,87.22
Jharkhand,2020,Domestic Violence,4453,71385657,6.24,73.67,66.91,9.35,129671,2403,63.21,75.12,1056,23.64,87.22
Jharkhand,2020,Kidnapping,1468,71385657,2.06,73.67,66.91,9.35,129671,2403,63.21,75.12,1056,23.64,87.22
Jharkhand,2020,Harassment,9735,71385657,13.64,73.67,66.91,9.35,129671,2403,63.21,75.12,1056,23.64,87.22
Jharkhand,2020,Dowry Deaths,781,71385657,1.09,73.67,66.91,9.35,129671,2403,63.21,75.12,1056,23.64,87.22
Jharkhand,2020,Acid Attack,6762,71385657,9.47,73.67,66.91,9.35,129671,2403,63.21,75.12,1056,23.64,87.22
Jharkhand,2020,Cyber Crime,1558,71385657,2.18,73.67,66.91,9.35,129671,2403,63.21,75.12,1056,23.64,87.22
Jharkhand,2020,Stalking,4793,71385657,6.71,73.67,66.91,9.35,129671,2403,63.21,75.12,1056,23.64,87.22
Jharkhand,2021,Rape,1739,72758458,2.39,61.3,25.31,3.93,114178,1429,54.41,67.88,341,23.64,87.22
Jharkhand,2021,Domestic Violence,5870,72758458,8.07,61.3,25.31,3.93,114178,1429,54.41,67.88,341,23.64,87.22
Jharkhand,2021,Kidnapping,625,72758458,0.86,61.3,25.31,3.93,114178,1429,54.41,67.88,341,23.64,87.22
Jharkhand,2021,Harassment,7973,72758458,10.96,61.3,25.31,3.93,114178,1429,54.41,67.88,341,23.64,87.22
Jharkhand,2021,Dowry Deaths,9900,72758458,13.61,61.3,25.31,3.93,114178,1429,54.41,67.88,341,23.64,87.22
Jharkhand,2021,Acid Attack,5842,72758458,8.03,61.3,25.31,3.93,114178,1429,54.41,67.88,341,23.64,87.22
Jharkhand,2021,Cyber Crime,7851,72758458,10.79,61.3,25.31,3.93,114178,1429,54.41,67.88,341,23.64,87.22
Jharkhand,2021,Stalking,7138,72758458,9.81,61.3,25.31,3.93,114178,1429,54.41,67.88,341,23.64,87.22
Jharkhand,2022,Rape,1391,74131259,1.88,73.26,40.56,7.79,89062,2631,26.64,56.46,845,23.64,87.22
Jharkhand,2022,Domestic Violence,4970,74131259,6.7,73.26,40.56,7.79,89062,2631,26.64,56.46,845,23.64,87.22
Jharkhand,2022,Kidnapping,7675,74131259,10.35,73.26,40.56,7.79,89062,2631,26.64,56.46,845,23.64,87.22
Jharkhand,2022,Harassment,8820,74131259,11.9,73.26,40.56,7.79,89062,2631,26.64,56.46,845,23.64,87.22
Jharkhand,2022,Dowry Deaths,9706,74131259,13.09,73.26,40.56,7.79,89062,2631,26.64,56.46,845,23.64,87.22
Jharkhand,2022,Acid Attack,7312,74131259,9.86,73.26,40.56,7.79,89062,2631,26.64,56.46,845,23.64,87.22
Jharkhand,2022,Cyber Crime,8019,74131259,10.82,73.26,40.56,7.79,89062,2631,26.64,56.46,845,23.64,87.22
Jharkhand,2022,Stalking,5112,74131259,6.9,73.26,40.56,7.79,89062,2631,26.64,56.46,845,23.64,87.22
Jharkhand,2023,Rape,1486,75504060,1.97,88.72,35.32,8.95,284614,2674,54.16,72.37,402,23.64,87.22
Jharkhand,2023,Domestic Violence,4940,75504060,6.54,88.72,35.32,8.95,284614,2674,54.16,72.37,402,23.64,87.22
Jharkhand,2023,Kidnapping,5409,75504060,7.16,88.72,35.32,8.95,284614,2674,54.16,72.37,402,23.64,87.22
Jharkhand,2023,Harassment,3572,75504060,4.73,88.72,35.32,8.95,284614,2674,54.16,72.37,402,23.64,87.22
Jharkhand,2023,Dowry Deaths,3624,75504060,4.8,88.72,35.32,8.95,284614,2674,54.16,72.37,402,23.64,87.22
Jharkhand,2023,Acid Attack,8625,75504060,11.42,88.72,35.32,8.95,284614,2674,54.16,72.37,402,23.64,87.22
Jharkhand,2023,Cyber Crime,3791,75504060,5.02,88.72,35.32,8.95,284614,2674,54.16,72.37,402,23.64,87.22
Jharkhand,2023,Stalking,4533,75504060,6.0,88.72,35.32,8.95,284614,2674,54.16,72.37,402,23.64,87.22
Chhattisgarh,2018,Rape,2167,53120511,4.08,69.24,72.25,10.04,266222,688,25.46,79.27,593,9.3,96.34
Chhattisgarh,2018,Domestic Violence,4614,53120511,8.69,69.24,72.25,10.04,266222,688,25.46,79.27,593,9.3,96.34
Chhattisgarh,2018,Kidnapping,4053,53120511,7.63,69.24,72.25,10.04,266222,688,25.46,79.27,593,9.3,96.34
Chhattisgarh,2018,Harassment,8261,53120511,15.55,69.24,72.25,10.04,266222,688,25.46,79.27,593,9.3,96.34
Chhattisgarh,2018,Dowry Deaths,1500,53120511,2.82,69.24,72.25,10.04,266222,688,25.46,79.27,593,9.3,96.34
Chhattisgarh,2018,Acid Attack,9542,53120511,17.96,69.24,72.25,10.04,266222,688,25.46,79.27,593,9.3,96.34
Chhattisgarh,2018,Cyber Crime,1888,53120511,3.55,69.24,72.25,10.04,266222,688,25.46,79.27,593,9.3,96.34
Chhattisgarh,2018,Stalking,5950,53120511,11.2,69.24,72.25,10.04,266222,688,25.46,79.27,593,9.3,96.34
Chhattisgarh,2019,Rape,6092,54182921,11.24,68.15,37.81,8.84,101924,910,48.17,67.12,704,9.3,96.34
Chhattisgarh,2019,Domestic Violence,1940,54182921,3.58,68.15,37.81,8.84,101924,910,48.17,67.12,704,9.3,96.34
Chhattisgarh,2019,Kidnapping,9427,54182921,17.4,68.15,37.81,8.84,101924,910,48.17,67.12,704,9.3,96.34
Chhattisgarh,2019,Harassment,6559,54182921,12.11,68.15,37.81,8.84,101924,910,48.17,67.12,704,9.3,96.34
Chhattisgarh,2019,Dowry Deaths,7510,54182921,13.86,68.15,37.81,8.84,101924,910,48.17,67.12,704,9.3,96.34
Chhattisgarh,2019,Acid Attack,7617,54182921,14.06,68.15,37.81,8.84,101924,910,48.17,67.12,704,9.3,96.34
Chhattisgarh,2019,Cyber Crime,9653,54182921,17.82,68.15,37.81,8.84,101924,910,48.17,67.12,704,9.3,96.34
Chhattisgarh,2019,Stalking,3489,54182921,6.44,68.15,37.81,8.84,101924,910,48.17,67.12,704,9.3,96.34
Chhattisgarh,2020,Rape,5752,55245331,10.41,72.52,52.54,11.56,290069,2147,21.28,65.36,111,9.3,96.34
Chhattisgarh,2020,Domestic Violence,4899,55245331,8.87,72.52,52.54,11.56,290069,2147,21.28,65.36,111,9.3,96.34
Chhattisgarh,2020,Kidnapping,8734,55245331,15.81,72.52,52.54,11.56,290069,2147,21.28,65.36,111,9.3,96.34
Chhattisgarh,2020,Harassment,9635,55245331,17.44,72.52,52.54,11.56,290069,2147,21.28,65.36,111,9.3,96.34
Chhattisgarh,2020,Dowry Deaths,5945,55245331,10.76,72.52,52.54,11.56,290069,2147,21.28,65.36,111,9.3,96.34
Chhattisgarh,2020,Acid Attack,7070,55245331,12.8,72.52,52.54,11.56,290069,2147,21.28,65.36,111,9.3,96.34
Chhattisgarh,2020,Cyber Crime,9696,55245331,17.55,72.52,52.54,11.56,290069,2147,21.28,65.36,111,9.3,96.34
Chhattisgarh,2020,Stalking,8712,55245331,15.77,72.52,52.54,11.56,290069,2147,21.28,65.36,111,9.3,96.34
Chhattisgarh,2021,Rape,640,56307741,1.14,61.85,20.45,8.83,137163,2646,32.17,91.72,423,9.3,96.34
Chhattisgarh,2021,Domestic Violence,5382,56307741,9.56,61.85,20.45,8.83,137163,2646,32.17,91.72,423,9.3,96.34
Chhattisgarh,2021,Kidnapping,6512,56307741,11.57,61.85,20.45,8.83,137163,2646,32.17,91.72,423,9.3,96.34
Chhattisgarh,2021,Harassment,1463,56307741,2.6,61.85,20.45,8.83,137163,2646,32.17,91.72,423,9.3,96.34
Chhattisgarh,2021,Dowry Deaths,7651,56307741,13.59,61.85,20.45,8.83,137163,2646,32.17,91.72,423,9.3,96.34
Chhattisgarh,2021,Acid Attack,9064,56307741,16.1,61.85,20.45,8.83,137163,2646,32.17,91.72,423,9.3,96.34
Chhattisgarh,2021,Cyber Crime,4110,56307741,7.3,61.85,20.45,8.83,137163,2646,32.17,91.72,423,9.3,96.34
Chhattisgarh,2021,Stalking,7394,56307741,13.13,61.85,20.45,8.83,137163,2646,32.17,91.72,423,9.3,96.34
Chhattisgarh,2022,Rape,4945,57370151,8.62,73.63,54.86,3.81,245229,1881,40.0,93.95,189,9.3,96.34
Chhattisgarh,2022,Domestic Violence,4030,57370151,7.02,73.63,54.86,3.81,245229,1881,40.0,93.95,189,9.3,96.34
Chhattisgarh,2022,Kidnapping,1786,57370151,3.11,73.63,54.86,3.81,245229,1881,40.0,93.95,189,9.3,96.34
Chhattisgarh,2022,Harassment,7552,57370151,13.16,73.63,54.86,3.81,245229,1881,40.0,93.95,189,9.3,96.34
Chhattisgarh,2022,Dowry Deaths,4154,57370151,7.24,73.63,54.86,3.81,245229,1881,40.0,93.95,189,9.3,96.34
Chhattisgarh,2022,Acid Attack,7602,57370151,13.25,73.63,54.86,3.81,245229,1881,40.0,93.95,189,9.3,96.34
Chhattisgarh,2022,Cyber Crime,2859,57370151,4.98,73.63,54.86,3.81,245229,1881,40.0,93.95,189,9.3,96.34
Chhattisgarh,2022,Stalking,8605,57370151,15.0,73.63,54.86,3.81,245229,1881,40.0,93.95,189,9.3,96.34
Chhattisgarh,2023,Rape,6784,58432562,11.61,61.48,75.07,6.82,62149,1998,60.79,66.81,658,9.3,96.34
Chhattisgarh,2023,Domestic Violence,7785,58432562,13.32,61.48,75.07,6.82,62149,1998,60.79,66.81,658,9.3,96.34
Chhattisgarh,2023,Kidnapping,1800,58432562,3.08,61.48,75.07,6.82,62149,1998,60.79,66.81,658,9.3,96.34
Chhattisgarh,2023,Harassment,7369,58432562,12.61,61.48,75.07,6.82,62149,1998,60.79,66.81,658,9.3,96.34
Chhattisgarh,2023,Dowry Deaths,9935,58432562,17.0,61.48,75.07,6.82,62149,1998,60.79,66.81,658,9.3,96.34
Chhattisgarh,2023,Acid Attack,3597,58432562,6.16,61.48,75.07,6.82,62149,1998,60.79,66.81,658,9.3,96.34
Chhattisgarh,2023,Cyber Crime,5116,58432562,8.76,61.48,75.07,6.82,62149,1998,60.79,66.81,658,9.3,96.34
Chhattisgarh,2023,Stalking,509,58432562,0.87,61.48,75.07,6.82,62149,1998,60.79,66.81,658,9.3,96.34
Assam,2018,Rape,3773,84557591,4.46,86.5,41.21,5.13,84084,1803,33.74,87.02,1183,19.1,92.36
Assam,2018,Domestic Violence,7500,84557591,8.87,86.5,41.21,5.13,84084,1803,33.74,87.02,1183,19.1,92.36
Assam,2018,Kidnapping,645,84557591,0.76,86.5,41.21,5.13,84084,1803,33.74,87.02,1183,19.1,92.36
Assam,2018,Harassment,5510,84557591,6.52,86.5,41.21,5.13,84084,1803,33.74,87.02,1183,19.1,92.36
Assam,2018,Dowry Deaths,3540,84557591,4.19,86.5,41.21,5.13,84084,1803,33.74,87.02,1183,19.1,92.36
Assam,2018,Acid Attack,982,84557591,1.16,86.5,41.21,5.13,84084,1803,33.74,87.02,1183,19.1,92.36
Assam,2018,Cyber Crime,3679,84557591,4.35,86.5,41.21,5.13,84084,1803,33.74,87.02,1183,19.1,92.36
Assam,2018,Stalking,1749,84557591,2.07,86.5,41.21,5.13,84084,1803,33.74,87.02,1183,19.1,92.36
Assam,2019,Rape,9660,86248742,11.2,71.55,52.12,4.61,118388,2666,50.35,74.6,749,19.1,92.36
Assam,2019,Domestic Violence,1600,86248742,1.86,71.55,52.12,4.61,118388,2666,50.35,74.6,749,19.1,92.36
Assam,2019,Kidnapping,7152,86248742,8.29,71.55,52.12,4.61,118388,2666,50.35,74.6,749,19.1,92.36
